EmployeeID,Age,Department,DistanceFromHome,JobRole,MonthlyIncome,OverTime,YearsAtCompany,JobSatisfaction,WorkLifeBalance,NumCompaniesWorked,TotalWorkingYears,TrainingTimesLastYear,Attrition,PerformanceRating
E1008,51,Sales,14,Sales Executive,8050,No,24,4,3,4,30,4,No,4
E1009,25,Research & Development,6,Laboratory Technician,3350,Yes,3,1,1,1,4,2,Yes,2
E1010,37,Human Resources,9,Human Resources,5250,No,11,4,3,2,15,3,No,3
E1011,42,Sales,15,Sales Executive,6550,No,16,3,3,1,21,3,No,4
E1012,28,Research & Development,4,Laboratory Technician,3950,Yes,5,2,2,2,7,2,No,3
E1013,55,Sales,1,Manager,12000,No,33,4,4,3,36,5,No,4
E1014,34,Sales,7,Sales Representative,4750,No,10,3,3,1,12,2,No,3
E1015,31,Research & Development,11,Research Scientist,5450,Yes,8,2,2,1,10,2,Yes,3
E1016,48,Human Resources,20,Manager,9450,No,22,4,3,5,30,4,No,4
E1017,26,Sales,5,Sales Representative,3450,Yes,3,1,1,1,4,1,Yes,2
E1018,44,Research & Development,8,Research Scientist,7350,No,17,4,4,2,23,3,No,4
E1019,35,Sales,12,Sales Executive,5650,Yes,10,2,2,1,13,2,Yes,3
E1020,53,Research & Development,2,Manager,10350,No,27,4,4,4,33,5,No,4
E1021,29,Human Resources,6,Human Resources,4050,No,5,3,3,2,7,2,No,3
E1022,40,Sales,14,Sales Executive,6350,Yes,13,2,2,1,19,3,Yes,3
E1023,32,Research & Development,7,Laboratory Technician,4750,No,8,3,3,3,11,2,No,3
E1024,56,Sales,10,Manager,11850,No,34,4,4,2,38,5,No,4
E1025,24,Research & Development,14,Research Scientist,3250,Yes,2,1,1,1,2,1,Yes,2
E1026,43,Sales,9,Sales Representative,5950,No,16,4,3,1,21,3,No,4
E1027,38,Human Resources,4,Human Resources,5450,Yes,11,2,2,2,15,3,Yes,3
E1028,50,Research & Development,11,Research Scientist,8450,No,23,4,4,3,28,3,No,4
E1029,27,Sales,2,Sales Executive,3950,No,5,3,3,1,6,2,No,3
E1030,45,Sales,16,Sales Executive,7250,No,19,4,3,2,24,4,No,4
E1031,34,Research & Development,5,Laboratory Technician,5050,Yes,9,2,2,3,13,2,No,3
E1032,52,Human Resources,7,Manager,9650,No,25,4,3,5,31,4,No,4
E1033,31,Sales,12,Sales Representative,4350,Yes,6,2,1,1,8,2,Yes,3
E1034,47,Research & Development,3,Research Scientist,7950,No,21,4,4,1,26,3,No,4
E1035,36,Sales,10,Sales Executive,5650,No,11,3,3,2,14,2,No,3
E1036,29,Research & Development,14,Laboratory Technician,4150,Yes,6,2,2,2,7,2,No,3
E1037,54,Sales,5,Manager,10550,No,28,4,4,4,34,5,No,4
E1038,35,Human Resources,8,Human Resources,4850,Yes,10,2,2,3,12,2,Yes,3
E1039,42,Research & Development,19,Research Scientist,7050,No,17,4,3,1,22,3,No,4
E1040,26,Sales,4,Sales Representative,3550,Yes,4,1,1,1,5,1,Yes,2
E1041,49,Sales,6,Sales Executive,8150,No,23,3,3,2,29,4,No,4
E1042,33,Research & Development,9,Laboratory Technician,4950,Yes,8,2,2,1,11,2,No,3
E1043,51,Human Resources,17,Manager,9550,No,24,4,3,5,30,4,No,4
E1044,28,Sales,2,Sales Executive,3850,Yes,5,2,2,1,6,2,Yes,3
E1045,40,Research & Development,13,Research Scientist,6550,No,15,4,3,1,20,3,No,4
E1046,32,Sales,10,Sales Representative,4550,No,7,3,3,2,9,2,No,3
E1047,45,Sales,3,Sales Executive,7450,No,20,4,3,3,25,4,No,4
E1048,30,Research & Development,7,Laboratory Technician,4250,Yes,6,2,2,2,8,2,No,3
E1049,53,Human Resources,11,Manager,10250,No,27,4,4,4,32,5,No,4
E1050,34,Sales,5,Sales Representative,4750,Yes,9,2,1,1,11,2,Yes,3
E1051,46,Research & Development,2,Research Scientist,7750,No,21,4,3,1,25,3,No,4
E1052,37,Sales,12,Sales Executive,6050,Yes,12,3,2,2,16,3,Yes,3
E1053,31,Research & Development,16,Laboratory Technician,4450,No,7,3,3,2,10,2,No,3
E1054,48,Sales,7,Sales Executive,8250,No,22,4,4,4,28,4,No,4
E1055,25,Human Resources,5,Human Resources,3650,Yes,4,1,1,2,5,1,Yes,2
E1056,42,Sales,4,Sales Executive,6750,No,16,3,3,1,21,3,No,4
E1057,29,Research & Development,13,Laboratory Technician,4150,Yes,6,2,2,3,8,2,No,3
E1058,56,Sales,9,Manager,12000,No,32,4,4,2,38,5,No,4
E1059,35,Research & Development,3,Research Scientist,5750,No,11,3,3,2,15,3,No,3
E1060,51,Human Resources,16,Manager,9650,No,23,4,3,5,29,4,No,4
E1061,33,Sales,11,Sales Executive,5450,Yes,9,2,2,1,13,3,Yes,3
E1062,28,Research & Development,5,Research Scientist,4050,No,6,3,3,2,7,2,No,3
E1063,44,Sales,2,Sales Executive,7050,No,18,4,3,1,23,3,No,4
E1064,40,Research & Development,17,Laboratory Technician,5850,Yes,14,2,2,3,18,3,No,3
E1065,52,Sales,13,Manager,9850,No,25,4,4,3,31,4,No,4
E1066,26,Human Resources,7,Human Resources,3750,Yes,4,1,1,2,6,1,Yes,2
E1067,37,Sales,9,Sales Representative,4950,No,11,4,3,1,15,2,No,3
E1068,41,Research & Development,23,Research Scientist,6750,No,16,4,3,1,21,3,No,4
E1069,33,Sales,6,Sales Executive,5150,Yes,8,2,2,2,11,2,Yes,3
E1070,48,Research & Development,4,Laboratory Technician,6650,No,22,4,4,4,27,4,No,4
E1071,30,Sales,11,Sales Executive,4850,Yes,7,2,2,1,8,2,Yes,3
E1072,55,Research & Development,6,Manager,11100,No,30,4,3,2,35,5,No,4
E1073,32,Human Resources,15,Human Resources,4350,Yes,6,1,1,3,10,2,Yes,2
E1074,44,Sales,2,Sales Representative,6150,No,17,4,3,1,22,3,No,4
E1075,36,Research & Development,9,Laboratory Technician,5250,Yes,10,2,2,2,14,2,No,3
E1076,25,Sales,5,Sales Executive,3550,No,3,3,3,1,4,1,No,3
E1077,49,Research & Development,12,Research Scientist,7850,No,24,4,3,3,28,4,No,4
E1078,38,Human Resources,3,Human Resources,5350,Yes,12,2,2,2,16,3,Yes,3
E1079,34,Sales,14,Sales Executive,5650,No,11,3,3,1,13,2,No,3
E1080,51,Research & Development,19,Research Scientist,8350,No,22,4,4,4,30,3,No,4
E1081,27,Sales,7,Sales Representative,3950,Yes,5,2,1,1,6,2,Yes,2
E1082,46,Sales,4,Sales Executive,7350,No,20,4,3,2,25,4,No,4
E1083,33,Research & Development,10,Laboratory Technician,5050,Yes,8,2,2,3,12,2,No,3
E1084,29,Human Resources,6,Human Resources,4050,No,6,3,3,2,7,2,No,3
E1085,54,Research & Development,2,Manager,10350,No,27,4,4,5,33,5,No,4
E1086,40,Sales,21,Sales Executive,6250,Yes,13,2,2,1,19,3,Yes,3
E1087,35,Research & Development,15,Research Scientist,5750,No,12,3,3,2,16,3,No,3
E1088,23,Sales,9,Sales Representative,3150,Yes,2,1,1,1,2,1,Yes,2
E1089,42,Human Resources,13,Manager,8050,No,18,4,3,3,24,4,No,4
E1090,37,Research & Development,5,Laboratory Technician,5450,Yes,11,2,2,2,15,2,No,3
E1091,36,Sales,11,Sales Executive,5850,No,12,3,3,2,16,2,No,3
E1092,28,Sales,2,Sales Representative,3650,Yes,5,2,2,1,5,2,Yes,2
E1093,45,Research & Development,7,Research Scientist,7250,No,19,4,4,1,23,3,No,4
E1094,32,Human Resources,16,Human Resources,4550,Yes,7,1,1,3,11,2,Yes,2
E1095,56,Sales,4,Manager,11950,No,32,4,4,2,36,5,No,4
E1096,30,Research & Development,13,Laboratory Technician,4350,No,6,3,3,2,8,2,No,3
E1097,39,Sales,6,Sales Executive,6050,Yes,12,2,2,1,17,3,Yes,3
E1098,43,Research & Development,3,Research Scientist,6850,No,17,4,3,1,21,3,No,4
E1099,26,Sales,10,Sales Representative,3450,Yes,4,1,1,1,4,1,Yes,2
E1100,47,Human Resources,14,Manager,8950,No,22,4,4,4,26,4,No,4
E1101,35,Sales,5,Sales Executive,5050,No,8,3,3,1,10,2,No,3
E1102,40,Research & Development,15,Research Scientist,6250,No,12,4,3,2,18,3,No,4
E1103,26,Sales,7,Sales Representative,3450,Yes,3,1,2,1,4,2,Yes,3
E1104,45,Human Resources,4,Manager,8850,No,18,4,4,3,25,4,No,4
E1105,32,Research & Development,9,Laboratory Technician,4950,Yes,7,2,2,4,11,2,No,3
E1106,29,Sales,1,Sales Executive,4650,No,6,3,3,1,7,3,No,3
E1107,38,Research & Development,20,Research Scientist,6050,Yes,10,2,2,2,15,2,Yes,3
E1108,50,Sales,12,Sales Executive,7850,No,22,4,3,4,28,4,No,4
E1109,24,Research & Development,5,Laboratory Technician,3250,Yes,2,1,1,1,2,2,Yes,2
E1110,36,Human Resources,8,Human Resources,5050,No,10,4,3,2,14,3,No,3
E1111,41,Sales,14,Sales Executive,6350,No,14,3,3,1,19,3,No,4
E1112,27,Research & Development,3,Laboratory Technician,3850,Yes,4,2,2,2,6,2,No,3
E1113,54,Sales,2,Manager,10850,No,28,4,4,3,34,5,No,4
E1114,33,Sales,6,Sales Representative,4550,No,9,3,3,1,11,2,No,3
E1115,30,Research & Development,10,Research Scientist,5350,Yes,7,2,2,1,9,2,Yes,3
E1116,47,Human Resources,18,Manager,9250,No,21,4,3,5,29,4,No,4
E1117,25,Sales,4,Sales Representative,3350,Yes,2,1,1,1,3,1,Yes,2
E1118,43,Research & Development,7,Research Scientist,7150,No,16,4,4,2,22,3,No,4
E1119,34,Sales,11,Sales Executive,5550,Yes,9,2,2,1,12,2,Yes,3
E1120,52,Research & Development,1,Manager,10150,No,26,4,4,4,32,5,No,4
E1121,28,Human Resources,5,Human Resources,3950,No,4,3,3,2,6,2,No,3
E1122,39,Sales,13,Sales Executive,6150,Yes,12,2,2,1,18,3,Yes,3
E1123,31,Research & Development,6,Laboratory Technician,4650,No,7,3,3,3,10,2,No,3
E1124,55,Sales,9,Manager,11550,No,32,4,4,2,36,5,No,4
E1125,23,Research & Development,12,Research Scientist,3150,Yes,1,1,1,1,1,1,Yes,2
E1126,42,Sales,8,Sales Representative,5850,No,15,4,3,1,20,3,No,4
E1127,37,Human Resources,3,Human Resources,5250,Yes,10,2,2,2,14,3,Yes,3
E1128,49,Research & Development,10,Research Scientist,8250,No,22,4,4,3,27,3,No,4
E1129,26,Sales,1,Sales Executive,3850,No,4,3,3,1,5,2,No,3
E1130,44,Sales,15,Sales Executive,7050,No,18,4,3,2,23,4,No,4
E1131,33,Research & Development,4,Laboratory Technician,4950,Yes,8,2,2,3,12,2,No,3
E1132,51,Human Resources,6,Manager,9450,No,24,4,3,5,30,4,No,4
E1133,30,Sales,11,Sales Representative,4250,Yes,5,2,1,1,7,2,Yes,3
E1134,46,Research & Development,2,Research Scientist,7850,No,20,4,4,1,25,3,No,4
E1135,35,Sales,9,Sales Executive,5450,No,10,3,3,2,13,2,No,3
E1136,28,Research & Development,13,Laboratory Technician,4050,Yes,5,2,2,2,6,2,No,3
E1137,53,Sales,4,Manager,10250,No,27,4,4,4,33,5,No,4
E1138,34,Human Resources,7,Human Resources,4750,Yes,9,2,2,3,11,2,Yes,3
E1139,41,Research & Development,18,Research Scientist,6850,No,16,4,3,1,21,3,No,4
E1140,25,Sales,3,Sales Representative,3450,Yes,3,1,1,1,4,1,Yes,2
E1141,48,Sales,5,Sales Executive,7950,No,22,3,3,2,28,4,No,4
E1142,32,Research & Development,8,Laboratory Technician,4850,Yes,7,2,2,1,10,2,No,3
E1143,50,Human Resources,16,Manager,9350,No,23,4,3,5,29,4,No,4
E1144,27,Sales,1,Sales Executive,3750,Yes,4,2,2,1,5,2,Yes,3
E1145,39,Research & Development,12,Research Scientist,6450,No,14,4,3,1,19,3,No,4
E1146,31,Sales,9,Sales Representative,4450,No,6,3,3,2,8,2,No,3
E1147,44,Sales,2,Sales Executive,7250,No,19,4,3,3,24,4,No,4
E1148,29,Research & Development,6,Laboratory Technician,4150,Yes,5,2,2,2,7,2,No,3
E1149,52,Human Resources,10,Manager,10050,No,26,4,4,4,31,5,No,4
E1150,33,Sales,4,Sales Representative,4650,Yes,8,2,1,1,10,2,Yes,3
E1151,45,Research & Development,1,Research Scientist,7550,No,20,4,3,1,24,3,No,4
E1152,36,Sales,11,Sales Executive,5850,Yes,11,3,2,2,15,3,Yes,3
E1153,30,Research & Development,15,Laboratory Technician,4350,No,6,3,3,2,9,2,No,3
E1154,47,Sales,6,Sales Executive,8050,No,21,4,4,4,27,4,No,4
E1155,24,Human Resources,4,Human Resources,3550,Yes,3,1,1,2,4,1,Yes,2
E1156,41,Sales,3,Sales Executive,6550,No,15,3,3,1,20,3,No,4
E1157,28,Research & Development,12,Laboratory Technician,4050,Yes,5,2,2,3,7,2,No,3
E1158,55,Sales,8,Manager,11850,No,31,4,4,2,37,5,No,4
E1159,34,Research & Development,2,Research Scientist,5650,No,10,3,3,2,14,3,No,3
E1160,50,Human Resources,15,Manager,9450,No,22,4,3,5,28,4,No,4
E1161,32,Sales,10,Sales Executive,5350,Yes,8,2,2,1,12,3,Yes,3
E1162,27,Research & Development,4,Research Scientist,3950,No,5,3,3,2,6,2,No,3
E1163,43,Sales,1,Sales Executive,6950,No,17,4,3,1,22,3,No,4
E1164,39,Research & Development,16,Laboratory Technician,5750,Yes,13,2,2,3,17,3,No,3
E1165,51,Sales,12,Manager,9650,No,24,4,4,3,30,4,No,4
E1166,25,Human Resources,6,Human Resources,3650,Yes,3,1,1,2,5,1,Yes,2
E1167,36,Sales,8,Sales Representative,4850,No,10,4,3,1,14,2,No,3
E1168,40,Research & Development,22,Research Scientist,6650,No,15,4,3,1,20,3,No,4
E1169,32,Sales,5,Sales Executive,5050,Yes,7,2,2,2,10,2,Yes,3
E1170,47,Research & Development,3,Laboratory Technician,6550,No,21,4,4,4,26,4,No,4
E1171,29,Sales,10,Sales Executive,4750,Yes,6,2,2,1,7,2,Yes,3
E1172,54,Research & Development,5,Manager,10850,No,29,4,3,2,34,5,No,4
E1173,31,Human Resources,14,Human Resources,4250,Yes,5,1,1,3,9,2,Yes,2
E1174,43,Sales,1,Sales Representative,6050,No,16,4,3,1,21,3,No,4
E1175,35,Research & Development,8,Laboratory Technician,5150,Yes,9,2,2,2,13,2,No,3
E1176,24,Sales,4,Sales Executive,3450,No,2,3,3,1,3,1,No,3
E1177,48,Research & Development,11,Research Scientist,7750,No,23,4,3,3,27,4,No,4
E1178,37,Human Resources,2,Human Resources,5250,Yes,11,2,2,2,15,3,Yes,3
E1179,33,Sales,13,Sales Executive,5550,No,10,3,3,1,12,2,No,3
E1180,50,Research & Development,18,Research Scientist,8250,No,21,4,4,4,29,3,No,4
E1181,26,Sales,6,Sales Representative,3850,Yes,4,2,1,1,5,2,Yes,2
E1182,45,Sales,3,Sales Executive,7250,No,19,4,3,2,24,4,No,4
E1183,32,Research & Development,9,Laboratory Technician,4950,Yes,7,2,2,3,11,2,No,3
E1184,28,Human Resources,5,Human Resources,3950,No,5,3,3,2,6,2,No,3
E1185,53,Research & Development,1,Manager,10250,No,26,4,4,5,32,5,No,4
E1186,39,Sales,20,Sales Executive,6150,Yes,12,2,2,1,18,3,Yes,3
E1187,34,Research & Development,14,Research Scientist,5650,No,11,3,3,2,15,3,No,3
E1188,22,Sales,8,Sales Representative,3050,Yes,1,1,1,1,1,1,Yes,2
E1189,41,Human Resources,12,Manager,7950,No,17,4,3,3,23,4,No,4
E1190,36,Research & Development,4,Laboratory Technician,5350,Yes,10,2,2,2,14,2,No,3
E1191,49,Sales,10,Sales Executive,8350,No,22,3,3,4,27,3,No,4
E1192,27,Sales,1,Sales Representative,3550,Yes,4,2,2,1,4,2,Yes,2
E1193,44,Research & Development,6,Research Scientist,7150,No,18,4,4,1,22,3,No,4
E1194,31,Human Resources,15,Human Resources,4450,Yes,6,1,1,3,10,2,Yes,2
E1195,55,Sales,3,Manager,11850,No,31,4,4,2,35,5,No,4
E1196,29,Research & Development,12,Laboratory Technician,4250,No,5,3,3,2,7,2,No,3
E1197,38,Sales,5,Sales Executive,5950,Yes,11,2,2,1,16,3,Yes,3
E1198,42,Research & Development,2,Research Scientist,6750,No,16,4,3,1,20,3,No,4
E1199,25,Sales,9,Sales Representative,3350,Yes,3,1,1,1,3,1,Yes,2
E1200,46,Human Resources,13,Manager,8850,No,21,4,4,4,25,4,No,4
E1201,34,Sales,5,Sales Executive,5250,No,7,3,3,1,10,2,No,3
E1202,41,Research & Development,12,Research Scientist,6350,No,15,4,3,2,20,3,No,4
E1203,28,Sales,8,Sales Representative,3550,Yes,4,1,2,1,5,2,Yes,3
E1204,47,Human Resources,6,Manager,8950,No,19,4,4,3,26,4,No,4
E1205,33,Research & Development,10,Laboratory Technician,5050,Yes,8,2,2,4,12,2,No,3
E1206,30,Sales,2,Sales Executive,4850,No,6,3,3,1,8,3,No,3
E1207,39,Research & Development,18,Research Scientist,6250,Yes,11,2,2,2,16,2,Yes,3
E1208,51,Sales,14,Sales Executive,8050,No,24,4,3,4,30,4,No,4
E1209,25,Research & Development,6,Laboratory Technician,3350,Yes,3,1,1,1,4,2,Yes,2
E1210,37,Human Resources,9,Human Resources,5250,No,11,4,3,2,15,3,No,3
E1211,42,Sales,15,Sales Executive,6550,No,16,3,3,1,21,3,No,4
E1212,28,Research & Development,4,Laboratory Technician,3950,Yes,5,2,2,2,7,2,No,3
E1213,55,Sales,1,Manager,12000,No,33,4,4,3,36,5,No,4
E1214,34,Sales,7,Sales Representative,4750,No,10,3,3,1,12,2,No,3
E1215,31,Research & Development,11,Research Scientist,5450,Yes,8,2,2,1,10,2,Yes,3
E1216,48,Human Resources,20,Manager,9450,No,22,4,3,5,30,4,No,4
E1217,26,Sales,5,Sales Representative,3450,Yes,3,1,1,1,4,1,Yes,2
E1218,44,Research & Development,8,Research Scientist,7350,No,17,4,4,2,23,3,No,4
E1219,35,Sales,12,Sales Executive,5650,Yes,10,2,2,1,13,2,Yes,3
E1220,53,Research & Development,2,Manager,10350,No,27,4,4,4,33,5,No,4
E1221,29,Human Resources,6,Human Resources,4050,No,5,3,3,2,7,2,No,3
E1222,40,Sales,14,Sales Executive,6350,Yes,13,2,2,1,19,3,Yes,3
E1223,32,Research & Development,7,Laboratory Technician,4750,No,8,3,3,3,11,2,No,3
E1224,56,Sales,10,Manager,11850,No,34,4,4,2,38,5,No,4
E1225,24,Research & Development,14,Research Scientist,3250,Yes,2,1,1,1,2,1,Yes,2
E1226,43,Sales,9,Sales Representative,5950,No,16,4,3,1,21,3,No,4
E1227,38,Human Resources,4,Human Resources,5450,Yes,11,2,2,2,15,3,Yes,3
E1228,50,Research & Development,11,Research Scientist,8450,No,23,4,4,3,28,3,No,4
E1229,27,Sales,2,Sales Executive,3950,No,5,3,3,1,6,2,No,3
E1230,45,Sales,16,Sales Executive,7250,No,19,4,3,2,24,4,No,4
E1231,34,Research & Development,5,Laboratory Technician,5050,Yes,9,2,2,3,13,2,No,3
E1232,52,Human Resources,7,Manager,9650,No,25,4,3,5,31,4,No,4
E1233,31,Sales,12,Sales Representative,4350,Yes,6,2,1,1,8,2,Yes,3
E1234,47,Research & Development,3,Research Scientist,7950,No,21,4,4,1,26,3,No,4
E1235,36,Sales,10,Sales Executive,5650,No,11,3,3,2,14,2,No,3
E1236,29,Research & Development,14,Laboratory Technician,4150,Yes,6,2,2,2,7,2,No,3
E1237,54,Sales,5,Manager,10550,No,28,4,4,4,34,5,No,4
E1238,35,Human Resources,8,Human Resources,4850,Yes,10,2,2,3,12,2,Yes,3
E1239,42,Research & Development,19,Research Scientist,7050,No,17,4,3,1,22,3,No,4
E1240,26,Sales,4,Sales Representative,3550,Yes,4,1,1,1,5,1,Yes,2
E1241,49,Sales,6,Sales Executive,8150,No,23,3,3,2,29,4,No,4
E1242,33,Research & Development,9,Laboratory Technician,4950,Yes,8,2,2,1,11,2,No,3
E1243,51,Human Resources,17,Manager,9550,No,24,4,3,5,30,4,No,4
E1244,28,Sales,2,Sales Executive,3850,Yes,5,2,2,1,6,2,Yes,3
E1245,40,Research & Development,13,Research Scientist,6550,No,15,4,3,1,20,3,No,4
E1246,32,Sales,10,Sales Representative,4550,No,7,3,3,2,9,2,No,3
E1247,45,Sales,3,Sales Executive,7450,No,20,4,3,3,25,4,No,4
E1248,30,Research & Development,7,Laboratory Technician,4250,Yes,6,2,2,2,8,2,No,3
E1249,53,Human Resources,11,Manager,10250,No,27,4,4,4,32,5,No,4
E1250,34,Sales,5,Sales Representative,4750,Yes,9,2,1,1,11,2,Yes,3
E1251,46,Research & Development,2,Research Scientist,7750,No,21,4,3,1,25,3,No,4
E1252,37,Sales,12,Sales Executive,6050,Yes,12,3,2,2,16,3,Yes,3
E1253,31,Research & Development,16,Laboratory Technician,4450,No,7,3,3,2,10,2,No,3
E1254,48,Sales,7,Sales Executive,8250,No,22,4,4,4,28,4,No,4
E1255,25,Human Resources,5,Human Resources,3650,Yes,4,1,1,2,5,1,Yes,2
E1256,42,Sales,4,Sales Executive,6750,No,16,3,3,1,21,3,No,4
E1257,29,Research & Development,13,Laboratory Technician,4150,Yes,6,2,2,3,8,2,No,3
E1258,56,Sales,9,Manager,12000,No,32,4,4,2,38,5,No,4
E1259,35,Research & Development,3,Research Scientist,5750,No,11,3,3,2,15,3,No,3
E1260,51,Human Resources,16,Manager,9650,No,23,4,3,5,29,4,No,4
E1261,33,Sales,11,Sales Executive,5450,Yes,9,2,2,1,13,3,Yes,3
E1262,28,Research & Development,5,Research Scientist,4050,No,6,3,3,2,7,2,No,3
E1263,44,Sales,2,Sales Executive,7050,No,18,4,3,1,23,3,No,4
E1264,40,Research & Development,17,Laboratory Technician,5850,Yes,14,2,2,3,18,3,No,3
E1265,52,Sales,13,Manager,9850,No,25,4,4,3,31,4,No,4
E1266,26,Human Resources,7,Human Resources,3750,Yes,4,1,1,2,6,1,Yes,2
E1267,37,Sales,9,Sales Representative,4950,No,11,4,3,1,15,2,No,3
E1268,41,Research & Development,23,Research Scientist,6750,No,16,4,3,1,21,3,No,4
E1269,33,Sales,6,Sales Executive,5150,Yes,8,2,2,2,11,2,Yes,3
E1270,48,Research & Development,4,Laboratory Technician,6650,No,22,4,4,4,27,4,No,4
E1271,30,Sales,11,Sales Executive,4850,Yes,7,2,2,1,8,2,Yes,3
E1272,55,Research & Development,6,Manager,11100,No,30,4,3,2,35,5,No,4
E1273,32,Human Resources,15,Human Resources,4350,Yes,6,1,1,3,10,2,Yes,2
E1274,44,Sales,2,Sales Representative,6150,No,17,4,3,1,22,3,No,4
E1275,36,Research & Development,9,Laboratory Technician,5250,Yes,10,2,2,2,14,2,No,3
E1276,25,Sales,5,Sales Executive,3550,No,3,3,3,1,4,1,No,3
E1277,49,Research & Development,12,Research Scientist,7850,No,24,4,3,3,28,4,No,4
E1278,38,Human Resources,3,Human Resources,5350,Yes,12,2,2,2,16,3,Yes,3
E1279,34,Sales,14,Sales Executive,5650,No,11,3,3,1,13,2,No,3
E1280,51,Research & Development,19,Research Scientist,8350,No,22,4,4,4,30,3,No,4
E1281,27,Sales,7,Sales Representative,3950,Yes,5,2,1,1,6,2,Yes,2
E1282,46,Sales,4,Sales Executive,7350,No,20,4,3,2,25,4,No,4
E1283,33,Research & Development,10,Laboratory Technician,5050,Yes,8,2,2,3,12,2,No,3
E1284,29,Human Resources,6,Human Resources,4050,No,6,3,3,2,7,2,No,3
E1285,54,Research & Development,2,Manager,10350,No,27,4,4,5,33,5,No,4
E1286,40,Sales,21,Sales Executive,6250,Yes,13,2,2,1,19,3,Yes,3
E1287,35,Research & Development,15,Research Scientist,5750,No,12,3,3,2,16,3,No,3
E1288,23,Sales,9,Sales Representative,3150,Yes,2,1,1,1,2,1,Yes,2
E1289,42,Human Resources,13,Manager,8050,No,18,4,3,3,24,4,No,4
E1290,37,Research & Development,5,Laboratory Technician,5450,Yes,11,2,2,2,15,2,No,3
E1291,36,Sales,11,Sales Executive,5850,No,12,3,3,2,16,2,No,3
E1292,28,Sales,2,Sales Representative,3650,Yes,5,2,2,1,5,2,Yes,2
E1293,45,Research & Development,7,Research Scientist,7250,No,19,4,4,1,23,3,No,4
E1294,32,Human Resources,16,Human Resources,4550,Yes,7,1,1,3,11,2,Yes,2
E1295,56,Sales,4,Manager,11950,No,32,4,4,2,36,5,No,4
E1296,30,Research & Development,13,Laboratory Technician,4350,No,6,3,3,2,8,2,No,3
E1297,39,Sales,6,Sales Executive,6050,Yes,12,2,2,1,17,3,Yes,3
E1298,43,Research & Development,3,Research Scientist,6850,No,17,4,3,1,21,3,No,4
E1299,26,Sales,10,Sales Representative,3450,Yes,4,1,1,1,4,1,Yes,2
E1300,47,Human Resources,14,Manager,8950,No,22,4,4,4,26,4,No,4
E1301,31,Sales,2,Sales Executive,5200,Yes,7,4,3,1,9,3,No,4
E1302,52,Research & Development,3,Manager,10800,No,25,3,4,2,32,3,No,4
E1303,24,Human Resources,1,Sales Representative,3100,Yes,2,2,2,1,2,2,Yes,3
E1304,33,Research & Development,15,Research Scientist,5600,No,10,4,3,1,12,3,No,3
E1305,45,Sales,8,Sales Executive,7300,Yes,15,3,3,3,22,2,No,4
E1306,29,Research & Development,4,Laboratory Technician,4200,No,6,3,3,2,8,2,No,3
E1307,38,Human Resources,10,Human Resources,5500,Yes,11,2,2,2,16,3,Yes,3
E1308,42,Sales,1,Sales Executive,6600,No,16,4,4,1,20,3,No,4
E1309,26,Research & Development,5,Laboratory Technician,3400,Yes,4,1,1,1,5,1,Yes,2
E1310,47,Sales,6,Manager,9100,No,21,4,3,4,27,4,No,4
E1311,34,Research & Development,3,Research Scientist,5800,Yes,10,3,3,2,13,2,No,3
E1312,28,Human Resources,2,Human Resources,4100,No,5,3,3,1,6,2,No,3
E1313,50,Sales,12,Sales Executive,8200,No,23,4,4,3,29,4,No,4
E1314,32,Research & Development,9,Laboratory Technician,4900,Yes,7,2,2,3,11,2,No,3
E1315,36,Sales,4,Sales Representative,5100,No,9,4,3,1,12,2,No,3
E1316,55,Human Resources,1,Manager,11500,No,30,4,4,2,35,5,No,4
E1317,23,Research & Development,11,Research Scientist,3200,Yes,1,1,1,1,1,1,Yes,2
E1318,41,Sales,10,Sales Executive,6400,No,14,3,3,1,19,3,No,4
E1319,27,Human Resources,3,Human Resources,3900,Yes,4,2,2,2,6,2,No,3
E1320,49,Research & Development,12,Research Scientist,8100,No,22,4,4,3,27,3,No,4
E1321,31,Sales,2,Sales Representative,4400,Yes,6,2,1,1,8,2,Yes,3
E1322,46,Research & Development,2,Manager,9800,No,20,4,4,4,26,4,No,4
E1323,35,Sales,11,Sales Executive,5500,No,10,3,3,2,13,2,No,3
E1324,28,Human Resources,1,Human Resources,3800,Yes,4,2,2,1,5,2,Yes,3
E1325,54,Sales,5,Manager,10400,No,28,4,4,4,34,5,No,4
E1326,33,Research & Development,4,Laboratory Technician,4800,Yes,8,2,2,3,11,2,No,3
E1327,42,Sales,15,Sales Executive,6700,No,17,4,3,1,21,3,No,4
E1328,26,Human Resources,7,Human Resources,3600,Yes,4,1,1,2,5,1,Yes,2
E1329,51,Research & Development,10,Research Scientist,8500,No,23,4,3,5,30,4,No,4
E1330,30,Sales,3,Sales Representative,4100,Yes,5,2,1,1,6,2,Yes,3
E1331,48,Sales,6,Sales Executive,7900,No,22,3,3,2,28,4,No,4
E1332,32,Research & Development,1,Laboratory Technician,5000,Yes,8,2,2,3,11,2,No,3
E1333,56,Human Resources,4,Manager,11900,No,32,4,4,2,36,5,No,4
E1334,24,Research & Development,9,Research Scientist,3300,Yes,2,1,1,1,2,1,Yes,2
E1335,43,Sales,6,Sales Executive,6800,No,16,4,4,1,21,3,No,4
E1336,37,Human Resources,2,Human Resources,5400,Yes,11,2,2,2,15,3,Yes,3
